miseq_id,Date,ID,Site_code,Species,Amphibian_type,Age ,Lifestage,Sex,Habitat_type,Notes,qPCR,wild_captive,Sample_type,Latitude,Longitude,Altitude_ft,Altitude_m
TW16333,12/04/2016,TW16_333,Endemic Species Research Center,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,plastic tubs,,0.057,wild,swab,23.8285,120.8014,843,257
TW16334,12/04/2016,TW16_334,Endemic Species Research Center,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,plastic tubs,,0,wild,swab,23.8285,120.8014,843,257
TW16335,12/04/2016,TW16_335,Endemic Species Research Center,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,plastic tubs,,0,wild,swab,23.8285,120.8014,843,257
TW16336,12/04/2016,TW16_336,Endemic Species Research Center,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,plastic tubs,,0,wild,swab,23.8285,120.8014,843,257
TW16337,12/04/2016,TW16_337,Endemic Species Research Center,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,plastic tubs,,0,wild,swab,23.8285,120.8014,843,257
TW16338,12/04/2016,TW16_338,Harpist frog Site Sun Moon lake,Hylarana latouchii,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16339,12/04/2016,TW16_339,Harpist frog Site Sun Moon lake,Hylarana latouchii,anuran,adults,adult,,brook,,3.977,wild,swab,23.8535,120.8985,2720,829
TW16340,12/04/2016,TW16_340,Harpist frog Site Sun Moon lake,Hylarana latouchii,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16341,12/04/2016,TW16_341,Harpist frog Site Sun Moon lake,Hylarana latouchii,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16342,12/04/2016,TW16_342,Harpist frog Site Sun Moon lake,Hylarana latouchii,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16343,12/04/2016,TW16_343,Harpist frog Site Sun Moon lake,Hylarana latouchii,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16344,12/04/2016,TW16_344,Harpist frog Site Sun Moon lake,Hylarana latouchii,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16345,12/04/2016,TW16_345,Harpist frog Site Sun Moon lake,Hylarana latouchii,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16346,12/04/2016,TW16_346,Harpist frog Site Sun Moon lake,Hylarana latouchii,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16347,12/04/2016,TW16_347,Harpist frog Site Sun Moon lake,Hylarana latouchii,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16348,12/04/2016,TW16_348,Harpist frog Site Sun Moon lake,Hylarana latouchii,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16349,12/04/2016,TW16_349,Harpist frog Site Sun Moon lake,Hylarana latouchii,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16350,12/04/2016,TW16_350,Harpist frog Site Sun Moon lake,Hylarana latouchii,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16351,12/04/2016,TW16_351,Harpist frog Site Sun Moon lake,Hylarana latouchii,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16352,12/04/2016,TW16_352,Harpist frog Site Sun Moon lake,Hylarana latouchii,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16353,12/04/2016,TW16_353,Harpist frog Site Sun Moon lake,Babina adenopleura,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16354,12/04/2016,TW16_354,Harpist frog Site Sun Moon lake,Bufo bankorensis,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16355,12/04/2016,TW16_355,Harpist frog Site Sun Moon lake,Kurixalus idiootocus,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16356,12/04/2016,TW16_356,Harpist frog Site Sun Moon lake,Kurixalus idiootocus,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16357,12/04/2016,TW16_357,Harpist frog Site Sun Moon lake,Kurixalus idiootocus,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16358,12/04/2016,TW16_358,Harpist frog Site Sun Moon lake,Kurixalus idiootocus,anuran,adults,adult,,brook,,0.004,wild,swab,23.8535,120.8985,2720,829
TW16359,12/04/2016,TW16_359,Harpist frog Site Sun Moon lake,Kurixalus idiootocus,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16360,12/04/2016,TW16_360,Harpist frog Site Sun Moon lake,Kurixalus idiootocus,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16361,12/04/2016,TW16_361,Harpist frog Site Sun Moon lake,Kurixalus idiootocus,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16362,12/04/2016,TW16_362,Harpist frog Site Sun Moon lake,Fejervarya limnocharis,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16363,12/04/2016,TW16_363,Harpist frog Site Sun Moon lake,Rhacophorus moltrechti,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16364,12/04/2016,TW16_364,Harpist frog Site Sun Moon lake,Kurixalus idiootocus,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16365,12/04/2016,TW16_365,Harpist frog Site Sun Moon lake,Babina okinavana,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16366,12/04/2016,TW16_366,Harpist frog Site Sun Moon lake,Babina okinavana,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16367,12/04/2016,TW16_367,Harpist frog Site Sun Moon lake,Babina okinavana,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16368,12/04/2016,TW16_368,Harpist frog Site Sun Moon lake,Babina okinavana,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16369,12/04/2016,TW16_369,Harpist frog Site Sun Moon lake,Babina okinavana,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16370,12/04/2016,TW16_370,Harpist frog Site Sun Moon lake,Limnonectes fujianensis,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16371,12/04/2016,TW16_371,Harpist frog Site Sun Moon lake,Limnonectes fujianensis,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16372,12/04/2016,TW16_372,Harpist frog Site Sun Moon lake,Babina okinavana,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16380,12/04/2016,TW16_380,Harpist frog Site Sun Moon lake,Limnonectes fujianensis,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16381,12/04/2016,TW16_381,Harpist frog Site Sun Moon lake,Babina okinavana,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16382,12/04/2016,TW16_382,Harpist frog Site Sun Moon lake,Kurixalus idiootocus,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16383,12/04/2016,TW16_383,Harpist frog Site Sun Moon lake,Kurixalus idiootocus,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16384,12/04/2016,TW16_384,Harpist frog Site Sun Moon lake,Kurixalus idiootocus,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16385,12/04/2016,TW16_385,Harpist frog Site Sun Moon lake,Kurixalus idiootocus,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16386,12/04/2016,TW16_386,Harpist frog Site Sun Moon lake,Kurixalus idiootocus,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16387,12/04/2016,TW16_387,Harpist frog Site Sun Moon lake,Kurixalus idiootocus,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16388,12/04/2016,TW16_388,Harpist frog Site Sun Moon lake,Kurixalus idiootocus,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16389,12/04/2016,TW16_389,Harpist frog Site Sun Moon lake,Babina okinavana,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16390,12/04/2016,TW16_390,Harpist frog Site Sun Moon lake,Limnonectes fujianensis,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16391,12/04/2016,TW16_391,Harpist frog Site Sun Moon lake,Bufo bankorensis,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16392,12/04/2016,TW16_392,Harpist frog Site Sun Moon lake,Bufo bankorensis,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16393,12/04/2016,TW16_393,Harpist frog Site Sun Moon lake,Bufo bankorensis,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16394,12/04/2016,TW16_394,Harpist frog Site Sun Moon lake,Bufo bankorensis,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16395,12/04/2016,TW16_395,Harpist frog Site Sun Moon lake,Bufo bankorensis,anuran,adults,adult,,brook,,0.064,wild,swab,23.8535,120.8985,2720,829
TW16396,12/04/2016,TW16_396,Harpist frog Site Sun Moon lake,Bufo bankorensis,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16397,12/04/2016,TW16_397,Harpist frog Site Sun Moon lake,Bufo bankorensis,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16398,12/04/2016,TW16_398,Harpist frog Site Sun Moon lake,Bufo bankorensis,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16399,12/04/2016,TW16_399,Harpist frog Site Sun Moon lake,Bufo bankorensis,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16400,12/04/2016,TW16_400,Harpist frog Site Sun Moon lake,Bufo bankorensis,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16401,12/04/2016,TW16_401,Harpist frog Site Sun Moon lake,Bufo bankorensis,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16402,12/04/2016,TW16_402,Harpist frog Site Sun Moon lake,Bufo bankorensis,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16403,12/04/2016,TW16_403,Harpist frog Site Sun Moon lake,Bufo bankorensis,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16404,12/04/2016,TW16_404,Harpist frog Site Sun Moon lake,Bufo bankorensis,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16405,12/04/2016,TW16_405,Harpist frog Site Sun Moon lake,Bufo bankorensis,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16406,12/04/2016,TW16_406,Harpist frog Site Sun Moon lake,Hylarana latouchii,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16407,12/04/2016,TW16_407,Harpist frog Site Sun Moon lake,Babina adenopleura,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16408,12/04/2016,TW16_408,Harpist frog Site Sun Moon lake,Babina adenopleura,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16409,12/04/2016,TW16_409,Harpist frog Site Sun Moon lake,Babina adenopleura,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16410,12/04/2016,TW16_410,Harpist frog Site Sun Moon lake,Babina adenopleura,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16411,12/04/2016,TW16_411,Harpist frog Site Sun Moon lake,Babina adenopleura,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
TW16412,12/04/2016,TW16_412,Harpist frog Site Sun Moon lake,Hylarana latouchii,anuran,adults,adult,,brook,,0,wild,swab,23.8535,120.8985,2720,829
