"V1" "V2" "V3" "V4" "V5" "V6" "V7"
"SV8635" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Cladosporiaceae" "g__Cladosporium" "s__tenuissimum"
"SV8636" "k__Fungi" NA NA NA NA NA NA
"SV8637" "k__Fungi" "p__Ascomycota" "c__Saccharomycetes" "o__Saccharomycetales" "f__Saccharomycetales_fam_Incertae_sedis" "g__Candida" "s__vaughaniae"
"SV8638" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" NA NA NA
"SV8639" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Bionectriaceae" "g__Geosmithia" NA
"SV8640" "k__Fungi" NA NA NA NA NA NA
"SV8641" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Corticiales" "f__Corticiaceae" "g__Corticium" NA
"SV8642" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Glomerellales" "f__Plectosphaerellaceae" "g__Lectera" "s__longa"
"SV8643" "k__Fungi" "p__Ascomycota" "c__Lecanoromycetes" "o__Teloschistales" NA NA NA
"SV8644" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiales_fam_Incertae_sedis" "g__Acidomelania" "s__panicicola"
"SV8645" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Biatriosporaceae" "g__Biatriospora" NA
"SV8646" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Diatrypaceae" "g__Peroneutypa" NA
"SV8647" "k__Fungi" NA NA NA NA NA NA
"SV8648" "k__Fungi" "p__Ascomycota" "c__Saccharomycetes" "o__Saccharomycetales" "f__Phaffomycetaceae" "g__Cyberlindnera" "s__galapagoensis"
"SV8649" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleribasidiaceae" "g__Dioszegia" NA
"SV8650" "k__Fungi" NA NA NA NA NA NA
"SV8651" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" NA NA NA
"SV8652" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreales_fam_Incertae_sedis" "g__Sarocladium" "s__bactrocephalum"
"SV8653" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Hymenochaetales" "f__Schizoporaceae" NA NA
"SV8654" "k__Fungi" "p__Basidiomycota" "c__Wallemiomycetes" "o__Wallemiales" "f__Wallemiaceae" "g__Wallemia" NA
"SV8655" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Biatriosporaceae" "g__Biatriospora" NA
"SV8656" "k__Fungi" NA NA NA NA NA NA
"SV8657" "k__Fungi" "p__Ascomycota" "c__Orbiliomycetes" "o__Orbiliales" "f__Orbiliaceae" "g__Dactylella" "s__ramosa"
"SV8658" "k__Fungi" NA NA NA NA NA NA
"SV8659" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Polyporales" "f__Steccherinaceae" NA NA
"SV8660" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"SV8661" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Entolomataceae" "g__Clitopilus" NA
"SV8662" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV8663" "k__Fungi" NA NA NA NA NA NA
"SV8664" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Polyporales" "f__Meruliaceae" "g__Phlebia" "s__floridensis"
"SV8665" "k__Fungi" NA NA NA NA NA NA
"SV8666" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Morosphaeriaceae" "g__Acrocalymma" NA
"SV8667" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" NA NA NA
"SV8668" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Onygenales" "f__Arachnomycetaceae" "g__Arachnomyces" NA
"SV8669" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Meliolales" "f__Meliolaceae" "g__Irenopsis" "s__vincensii"
"SV8670" "k__Fungi" NA NA NA NA NA NA
"SV8671" "k__Fungi" NA NA NA NA NA NA
"SV8672" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Diatrypaceae" NA NA
"SV8673" "k__Fungi" NA NA NA NA NA NA
"SV8674" "k__Fungi" NA NA NA NA NA NA
"SV8675" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Auriculariales" "f__Hyaloriaceae" NA NA
"SV8676" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Coniochaetales" "f__Coniochaetaceae" "g__Lecythophora" NA
"SV8677" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" NA NA NA
"SV8678" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" NA NA NA
"SV8679" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiales_fam_Incertae_sedis" "g__Acidomelania" "s__panicicola"
"SV8680" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Tricholomataceae" NA NA
"SV8681" "k__Fungi" NA NA NA NA NA NA
"SV8682" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" NA NA NA
"SV8683" "k__Fungi" NA NA NA NA NA NA
"SV8684" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" NA NA NA
"SV8685" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Xylariaceae" "g__Hypoxylon" "s__investiens"
"SV8686" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" NA NA NA NA
"SV8687" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"SV8688" "k__Fungi" NA NA NA NA NA NA
"SV8689" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV8690" "k__Fungi" NA NA NA NA NA NA
"SV8691" "k__Fungi" NA NA NA NA NA NA
"SV8692" "k__Fungi" NA NA NA NA NA NA
"SV8693" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Glomerellales" "f__Plectosphaerellaceae" "g__Verticillium" "s__leptobactrum"
"SV8694" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" NA NA NA
"SV8695" "k__Fungi" NA NA NA NA NA NA
"SV8696" "k__Fungi" NA NA NA NA NA NA
"SV8697" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" NA NA NA
"SV8698" "k__Fungi" "p__Mucoromycota" "c__Mucoromycetes" "o__Mucorales" "f__Mucoraceae" "g__Mucor" NA
"SV8699" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Morosphaeriaceae" "g__Acrocalymma" NA
"SV8700" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV8701" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Pleosporales_fam_Incertae_sedis" "g__Nigrograna" NA
"SV8702" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Filobasidiales" "f__Filobasidiaceae" "g__Naganishia" "s__diffluens"
"SV8703" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Tremellaceae" "g__Cryptococcus" "s__uniguttulatus"
"SV8704" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Herpotrichiellaceae" "g__Veronaea" "s__japonica"
"SV8705" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Capnodiaceae" NA NA
"SV8706" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiaceae" NA NA
"SV8707" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Cyphellophoraceae" "g__Cyphellophora" "s__pluriseptata"
"SV8708" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" NA NA NA
"SV8709" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Stachybotryaceae" "g__Sirastachys" "s__phyllophila"
"SV8710" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Diaporthales" "f__Diaporthaceae" "g__Diaporthe" "s__citri"
"SV8711" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Mycosphaerellaceae" NA NA
"SV8712" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Thelonectria" "s__stemmata"
"SV8713" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Volutella" NA
"SV8714" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Trichosphaeriales" "f__Trichosphaeriaceae" "g__Nigrospora" NA
"SV8715" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Microdochiaceae" "g__Microdochium" NA
"SV8716" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Cordycipitaceae" "g__Lecanicillium" "s__fungicola"
"SV8717" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Chaetothyriales_fam_Incertae_sedis" "g__Hyalocladosporiella" "s__tectonae"
"SV8718" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreales_fam_Incertae_sedis" "g__Acremonium" "s__polychromum"
"SV8719" "k__Fungi" "p__Basidiobolomycota" "c__Basidiobolomycetes" "o__Basidiobolales" "f__Basidiobolaceae" "g__Basidiobolus" "s__ranarum"
"SV8720" "k__Fungi" NA NA NA NA NA NA
"SV8721" "k__Fungi" "p__Basidiomycota" "c__Wallemiomycetes" "o__Wallemiales" "f__Wallemiaceae" "g__Wallemia" "s__tropicalis"
"SV8722" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Microbotryales" "f__Ustilentylomataceae" "g__Microbotryozyma" "s__collariae"
"SV8723" "k__Fungi" NA NA NA NA NA NA
"SV8724" "k__Fungi" NA NA NA NA NA NA
"SV8725" "k__Fungi" NA NA NA NA NA NA
"SV8726" "k__Fungi" NA NA NA NA NA NA
"SV8727" "k__Fungi" NA NA NA NA NA NA
"SV8728" "k__Fungi" NA NA NA NA NA NA
"SV8729" "k__Fungi" NA NA NA NA NA NA
"SV8730" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" NA NA
"SV8731" "k__Fungi" NA NA NA NA NA NA
"SV8732" "k__Fungi" NA NA NA NA NA NA
"SV8733" "k__Fungi" NA NA NA NA NA NA
"SV8734" "k__Fungi" NA NA NA NA NA NA
"SV8735" "k__Fungi" NA NA NA NA NA NA
"SV8736" "k__Fungi" NA NA NA NA NA NA
"SV8737" "k__Fungi" NA NA NA NA NA NA
"SV8738" "k__Fungi" "p__Basidiomycota" "c__Ustilaginomycetes" "o__Ustilaginales" "f__Ustilaginaceae" "g__Pseudozyma" "s__hubeiensis"
"SV8739" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Sebacinales" NA NA NA
"SV8740" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__Rozellomycotina_ord_Incertae_sedis" "f__Rozellomycotina_fam_Incertae_sedis" "g__Paramicrosporidium" "s__saccamoebae"
"SV8741" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV8742" "k__Fungi" NA NA NA NA NA NA
"SV8743" "k__Fungi" NA NA NA NA NA NA
"SV8744" "k__Fungi" NA NA NA NA NA NA
"SV8745" "k__Fungi" NA NA NA NA NA NA
"SV8746" "k__Fungi" NA NA NA NA NA NA
"SV8747" "k__Fungi" NA NA NA NA NA NA
"SV8748" "k__Fungi" "p__Chytridiomycota" "c__GS14" NA NA NA NA
"SV8749" "k__Fungi" NA NA NA NA NA NA
"SV8750" "k__Fungi" NA NA NA NA NA NA
"SV8751" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV8752" "k__Fungi" NA NA NA NA NA NA
"SV8753" "k__Fungi" NA NA NA NA NA NA
"SV8754" "k__Fungi" NA NA NA NA NA NA
"SV8755" "k__Fungi" NA NA NA NA NA NA
"SV8756" "k__Fungi" "p__Basidiomycota" "c__Exobasidiomycetes" "o__Exobasidiales" "f__Brachybasidiaceae" "g__Meira" "s__nashicola"
"SV8757" "k__Fungi" NA NA NA NA NA NA
"SV8758" "k__Fungi" NA NA NA NA NA NA
"SV8759" "k__Fungi" NA NA NA NA NA NA
"SV8760" "k__Fungi" NA NA NA NA NA NA
"SV8761" "k__Fungi" NA NA NA NA NA NA
"SV8762" "k__Fungi" NA NA NA NA NA NA
"SV8763" "k__Fungi" NA NA NA NA NA NA
"SV8764" "k__Fungi" NA NA NA NA NA NA
"SV8765" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Venturiales" "f__Sympoventuriaceae" "g__Scolecobasidium" NA
"SV8766" "k__Fungi" NA NA NA NA NA NA
"SV8767" "k__Fungi" NA NA NA NA NA NA
"SV8768" "k__Fungi" NA NA NA NA NA NA
"SV8769" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Auriculariales" "f__Exidiaceae" NA NA
"SV8770" "k__Fungi" NA NA NA NA NA NA
"SV8771" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Mycosphaerellaceae" "g__Zasmidium" NA
"SV8772" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" NA NA NA
"SV8773" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__GS08" NA NA NA
"SV8774" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Stachybotryaceae" "g__Memnoniella" NA
"SV8775" "k__Fungi" NA NA NA NA NA NA
"SV8776" "k__Fungi" NA NA NA NA NA NA
"SV8777" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Sporidiobolales" "f__Sporidiobolaceae" "g__Rhodotorula" "s__mucilaginosa"
"SV8778" "k__Fungi" NA NA NA NA NA NA
"SV8779" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" NA NA NA
"SV8780" "k__Fungi" NA NA NA NA NA NA
"SV8781" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Trichocomaceae" "g__Talaromyces" NA
"SV8782" "k__Fungi" NA NA NA NA NA NA
"SV8783" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Chaetosphaeriales" "f__Chaetosphaeriaceae" "g__Chaetosphaeria" NA
"SV8784" "k__Fungi" NA NA NA NA NA NA
"SV8785" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Microascales" "f__Halosphaeriaceae" "g__Cirrenalia" "s__iberica"
"SV8786" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" NA NA NA
"SV8787" "k__Fungi" NA NA NA NA NA NA
"SV8788" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Sordariales" "f__Sordariales_fam_Incertae_sedis" "g__Lunulospora" NA
"SV8789" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Volutella" NA
"SV8790" "k__Fungi" NA NA NA NA NA NA
"SV8791" "k__Fungi" NA NA NA NA NA NA
"SV8792" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Kriegeriales" "f__Camptobasidiaceae" "g__Glaciozyma" "s__martinii"
"SV8793" "k__Fungi" NA NA NA NA NA NA
"SV8794" "k__Fungi" NA NA NA NA NA NA
"SV8795" "k__Fungi" NA NA NA NA NA NA
"SV8796" "k__Fungi" NA NA NA NA NA NA
"SV8797" "k__Fungi" NA NA NA NA NA NA
"SV8798" "k__Fungi" NA NA NA NA NA NA
"SV8799" "k__Fungi" NA NA NA NA NA NA
"SV8800" "k__Fungi" "p__Ascomycota" "c__Orbiliomycetes" "o__Orbiliales" "f__Orbiliaceae" NA NA
"SV8801" "k__Fungi" NA NA NA NA NA NA
"SV8802" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__GS08" NA NA NA
"SV8803" "k__Fungi" NA NA NA NA NA NA
"SV8804" "k__Fungi" "p__Chytridiomycota" "c__Rhizophydiomycetes" "o__Rhizophydiales" "f__Dinomycetaceae" "g__Dinomyces" NA
"SV8805" "k__Fungi" NA NA NA NA NA NA
"SV8806" "k__Fungi" NA NA NA NA NA NA
"SV8807" "k__Fungi" "p__Chytridiomycota" "c__Rhizophydiomycetes" "o__Rhizophydiales" NA NA NA
"SV8808" "k__Fungi" "p__Chytridiomycota" NA NA NA NA NA
"SV8809" "k__Fungi" NA NA NA NA NA NA
"SV8810" "k__Fungi" NA NA NA NA NA NA
"SV8811" "k__Fungi" NA NA NA NA NA NA
"SV8812" "k__Fungi" NA NA NA NA NA NA
"SV8813" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV8814" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" NA NA NA NA
"SV8815" "k__Fungi" NA NA NA NA NA NA
"SV8816" "k__Fungi" "p__Chytridiomycota" NA NA NA NA NA
"SV8817" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Hymenochaetales" "f__Schizoporaceae" NA NA
"SV8818" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"SV8819" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Dermateaceae" "g__Mollisia" NA
"SV8820" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Microbotryales" NA NA NA
"SV8821" "k__Fungi" "p__Ascomycota" "c__Lecanoromycetes" "o__Lecanorales" NA NA NA
"SV8822" "k__Fungi" NA NA NA NA NA NA
"SV8823" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV8824" "k__Fungi" NA NA NA NA NA NA
"SV8825" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Teratosphaeriaceae" "g__Euteratosphaeria" "s__verrucosiafricana"
"SV8826" "k__Fungi" "p__Ascomycota" "c__Lecanoromycetes" "o__Ostropales" "f__Gomphillaceae" NA NA
"SV8827" "k__Fungi" NA NA NA NA NA NA
"SV8828" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Polyporales" "f__Polyporaceae" "g__Lentinus" "s__crinitus"
"SV8829" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Russulales" NA NA NA
"SV8830" "k__Fungi" NA NA NA NA NA NA
"SV8831" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Cuniculitremaceae" NA NA
"SV8832" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__GS05" NA NA NA
"SV8833" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Polyporales" "f__Fomitopsidaceae" NA NA
"SV8834" "k__Fungi" NA NA NA NA NA NA
"SV8835" "k__Fungi" NA NA NA NA NA NA
"SV8836" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Cyphellophoraceae" "g__Cyphellophora" NA
"SV8837" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__GS10" NA NA NA
"SV8838" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Ophiocordycipitaceae" "g__Tolypocladium" NA
"SV8839" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Microdochiaceae" "g__Microdochium" "s__phragmitis"
"SV8840" "k__Fungi" NA NA NA NA NA NA
"SV8841" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleribasidiaceae" "g__Vishniacozyma" "s__dimennae"
"SV8842" "k__Fungi" NA NA NA NA NA NA
"SV8843" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Ophiocordycipitaceae" "g__Tolypocladium" NA
"SV8844" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Microbotryomycetes_ord_Incertae_sedis" "f__Chrysozymaceae" NA NA
"SV8845" "k__Fungi" NA NA NA NA NA NA
"SV8846" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Herpotrichiellaceae" "g__Cladophialophora" "s__humicola"
"SV8847" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" NA NA NA
"SV8848" "k__Fungi" NA NA NA NA NA NA
"SV8849" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" NA NA NA
"SV8850" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Hyaloscyphaceae" "g__Pezizella" NA
"SV8851" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV8852" "k__Fungi" NA NA NA NA NA NA
"SV8853" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Leptosphaeriaceae" "g__Plenodomus" "s__biglobosus"
"SV8854" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" NA NA NA
"SV8855" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Hygrophoraceae" "g__Hygrocybe" "s__miniata"
"SV8856" "k__Fungi" NA NA NA NA NA NA
"SV8857" "k__Fungi" NA NA NA NA NA NA
"SV8858" "k__Fungi" NA NA NA NA NA NA
"SV8859" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Auriculariales" "f__Auriculariaceae" "g__Auricularia" NA
"SV8860" "k__Fungi" NA NA NA NA NA NA
"SV8861" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Sporidiobolales" "f__Sporidiobolaceae" "g__Rhodotorula" NA
"SV8862" "k__Fungi" "p__Ascomycota" "c__Lecanoromycetes" "o__Caliciales" "f__Physciaceae" "g__Physcia" NA
"SV8863" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" NA NA NA NA
"SV8864" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Dermateaceae" "g__Naevala" NA
"SV8865" "k__Fungi" NA NA NA NA NA NA
"SV8866" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" NA NA NA NA
"SV8867" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" NA NA NA
"SV8868" "k__Fungi" NA NA NA NA NA NA
"SV8869" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" NA NA NA NA
"SV8870" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV8871" "k__Fungi" NA NA NA NA NA NA
"SV8872" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Cystofilobasidiales" "f__Cystofilobasidiaceae" "g__Cystofilobasidium" "s__infirmominiatum"
"SV8873" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" NA NA NA
"SV8874" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" NA NA NA NA
"SV8875" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Sebacinales" "f__Serendipitaceae" "g__Serendipita" NA
"SV8876" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Cyphellophoraceae" "g__Cyphellophora" "s__reptans"
"SV8877" "k__Fungi" NA NA NA NA NA NA
"SV8878" "k__Fungi" "p__Basidiomycota" NA NA NA NA NA
"SV8879" "k__Fungi" NA NA NA NA NA NA
"SV8880" "k__Fungi" NA NA NA NA NA NA
"SV8881" "k__Fungi" "p__Basidiomycota" "c__Agaricostilbomycetes" "o__Agaricostilbales" "f__Chionosphaeraceae" "g__Kurtzmanomyces" NA
"SV8882" "k__Fungi" "p__Zoopagomycota" NA NA NA NA NA
"SV8883" "k__Fungi" NA NA NA NA NA NA
"SV8884" "k__Fungi" NA NA NA NA NA NA
"SV8885" "k__Fungi" NA NA NA NA NA NA
"SV8886" "k__Fungi" NA NA NA NA NA NA
"SV8887" "k__Fungi" NA NA NA NA NA NA
"SV8888" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV8889" "k__Fungi" NA NA NA NA NA NA
"SV8890" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV8891" "k__Fungi" NA NA NA NA NA NA
"SV8892" "k__Fungi" NA NA NA NA NA NA
"SV8893" "k__Fungi" NA NA NA NA NA NA
"SV8894" "k__Fungi" "p__Basidiomycota" "c__Agaricostilbomycetes" NA NA NA NA
"SV8895" "k__Fungi" NA NA NA NA NA NA
"SV8896" "k__Fungi" NA NA NA NA NA NA
"SV8897" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV8898" "k__Fungi" NA NA NA NA NA NA
"SV8899" "k__Fungi" NA NA NA NA NA NA
"SV8900" "k__Fungi" NA NA NA NA NA NA
"SV8901" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" NA NA NA
"SV8902" "k__Fungi" NA NA NA NA NA NA
"SV8903" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"SV8904" "k__Fungi" "p__Ascomycota" "c__Orbiliomycetes" "o__Orbiliales" NA NA NA
"SV8905" "k__Fungi" NA NA NA NA NA NA
"SV8906" "k__Fungi" NA NA NA NA NA NA
"SV8907" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleribasidiaceae" NA NA
"SV8908" "k__Fungi" NA NA NA NA NA NA
"SV8909" "k__Fungi" NA NA NA NA NA NA
"SV8910" "k__Fungi" "p__Ascomycota" "c__Pezizomycotina_cls_Incertae_sedis" "o__Pezizomycotina_ord_Incertae_sedis" "f__Pezizomycotina_fam_Incertae_sedis" "g__Cylindrotheca" NA
"SV8911" "k__Fungi" NA NA NA NA NA NA
"SV8912" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Trechisporales" "f__Trechisporales_fam_Incertae_sedis" "g__Sistotremastrum" NA
"SV8913" "k__Fungi" "p__Basidiomycota" "c__Cystobasidiomycetes" "o__Erythrobasidiales" "f__Erythrobasidiaceae" "g__Erythrobasidium" NA
"SV8914" "k__Fungi" NA NA NA NA NA NA
"SV8915" "k__Fungi" NA NA NA NA NA NA
"SV8916" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV8917" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV8918" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Polyporales" "f__Meripilaceae" NA NA
"SV8919" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV8920" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Auriculariales" "f__Exidiaceae" "g__Exidia" "s__nucleata"
"SV8921" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Tremellaceae" "g__Cryptococcus" NA
"SV8922" "k__Fungi" NA NA NA NA NA NA
"SV8923" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Tremellaceae" "g__Cryptococcus" NA
