"V1" "V2" "V3" "V4" "V5" "V6" "V7"
"SV205" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymellaceae" "g__Didymella" NA
"SV206" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiaceae" "g__Tetracladium" NA
"SV207" "k__Fungi" NA NA NA NA NA NA
"SV208" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Cucurbitariaceae" "g__Pyrenochaetopsis" "s__pratorum"
"SV209" "k__Fungi" NA NA NA NA NA NA
"SV210" "k__Fungi" NA NA NA NA NA NA
"SV211" "k__Fungi" NA NA NA NA NA NA
"SV212" "k__Fungi" NA NA NA NA NA NA
"SV213" "k__Fungi" "p__Basidiobolomycota" "c__Basidiobolomycetes" "o__Basidiobolales" "f__Basidiobolaceae" "g__Basidiobolus" "s__ranarum"
"SV214" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Fusarium" NA
"SV215" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Stachybotryaceae" "g__Myrothecium" "s__roridum"
"SV216" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Cucurbitariaceae" "g__Pyrenochaeta" NA
"SV217" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Trichosporonales" "f__Trichosporonaceae" "g__Trichosporon" NA
"SV218" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Lentitheciaceae" "g__Pleurophoma" NA
"SV219" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Sporocadaceae" NA NA
"SV220" "k__Fungi" NA NA NA NA NA NA
"SV221" "k__Fungi" NA NA NA NA NA NA
"SV222" "k__Fungi" NA NA NA NA NA NA
"SV223" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreales_fam_Incertae_sedis" "g__Acremonium" "s__furcatum"
"SV224" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Microbotryomycetes_ord_Incertae_sedis" "f__Microbotryomycetes_fam_Incertae_sedis" "g__Curvibasidium" "s__cygneicollum"
"SV225" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" "g__Setophoma" "s__terrestris"
"SV226" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" "g__Phaeosphaeria" NA
"SV227" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__GS10" NA NA NA
"SV228" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Glomerellales" "f__Plectosphaerellaceae" "g__Verticillium" "s__leptobactrum"
"SV229" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Cladosporiaceae" "g__Cladosporium" NA
"SV230" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Ilyonectria" "s__mors-panacis"
"SV231" "k__Fungi" NA NA NA NA NA NA
"SV232" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Leucosporidiales" "f__Leucosporidiaceae" "g__Leucosporidium" "s__golubevii"
"SV233" "k__Fungi" "p__Ascomycota" "c__Saccharomycetes" "o__Saccharomycetales" "f__Trichomonascaceae" "g__Blastobotrys" "s__malaysiensis"
"SV234" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Aspergillus" "s__caesiellus"
"SV235" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Fusarium" NA
"SV236" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Sordariales" "f__Lasiosphaeriaceae" "g__Schizothecium" "s__curvuloides"
"SV237" "k__Fungi" NA NA NA NA NA NA
"SV238" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymellaceae" "g__Didymella" "s__glomerata"
"SV239" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreales_fam_Incertae_sedis" "g__Sarocladium" "s__bifurcatum"
"SV240" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__Branch02" NA NA NA
"SV241" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" "g__Mortierella" NA
"SV242" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Cucurbitariaceae" "g__Pyrenochaeta" NA
"SV243" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Rhynchogastremataceae" "g__Papiliotrema" "s__flavescens"
"SV244" "k__Fungi" NA NA NA NA NA NA
"SV245" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Fusarium" NA
"SV246" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Microbotryomycetes_ord_Incertae_sedis" "f__Chrysozymaceae" "g__Sampaiozyma" "s__vanillica"
"SV247" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Neonectria" "s__major"
"SV248" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreales_fam_Incertae_sedis" "g__Acremonium" "s__charticola"
"SV249" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Periconiaceae" "g__Periconia" "s__macrospinosa"
"SV250" "k__Fungi" NA NA NA NA NA NA
"SV251" "k__Fungi" NA NA NA NA NA NA
"SV252" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Cucurbitariaceae" "g__Pyrenochaetopsis" "s__leptospora"
"SV253" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Gibberella" "s__tricincta"
"SV254" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" NA NA NA
"SV255" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Glomerellales" "f__Plectosphaerellaceae" "g__Verticillium" "s__leptobactrum"
"SV256" "k__Fungi" NA NA NA NA NA NA
"SV257" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Leptosphaeriaceae" NA NA
"SV258" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Sporidiobolales" "f__Sporidiobolaceae" "g__Rhodotorula" "s__taiwanensis"
"SV259" "k__Fungi" "p__Ascomycota" "c__Saccharomycetes" "o__Saccharomycetales" "f__Debaryomycetaceae" "g__Meyerozyma" "s__caribbica"
"SV260" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Penicillium" "s__steckii"
"SV261" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" "g__Phaeosphaeria" "s__triglochinicola"
"SV262" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Torulaceae" "g__Torula" "s__hollandica"
"SV263" "k__Fungi" "p__Ascomycota" "c__Saccharomycetes" "o__Saccharomycetales" "f__Debaryomycetaceae" "g__Debaryomyces" NA
"SV264" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleribasidiaceae" "g__Vishniacozyma" "s__dimennae"
"SV265" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Microascales" "f__Microascaceae" "g__Cephalotrichum" NA
"SV266" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiaceae" "g__Tetracladium" NA
"SV267" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" "g__Mortierella" "s__amoeboidea"
"SV268" "k__Fungi" NA NA NA NA NA NA
"SV269" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreales_fam_Incertae_sedis" "g__Acremonium" NA
"SV270" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Aspergillus" "s__versicolor"
"SV271" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV272" "k__Fungi" NA NA NA NA NA NA
"SV273" "k__Fungi" NA NA NA NA NA NA
"SV274" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" NA NA NA NA
"SV275" "k__Fungi" NA NA NA NA NA NA
"SV276" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" NA NA NA
"SV277" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" NA NA NA NA
"SV278" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Stachybotryaceae" "g__Alfaria" NA
"SV279" "k__Fungi" "p__Ascomycota" "c__Saccharomycetes" "o__Saccharomycetales" "f__Saccharomycetales_fam_Incertae_sedis" "g__Candida" "s__santamariae"
"SV280" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymosphaeriaceae" "g__Paraconiothyrium" NA
"SV281" "k__Fungi" "p__Basidiobolomycota" "c__Basidiobolomycetes" "o__Basidiobolales" "f__Basidiobolaceae" "g__Basidiobolus" NA
"SV282" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Fusarium" "s__longipes"
"SV283" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreales_fam_Incertae_sedis" "g__Acremonium" "s__curvulum"
"SV284" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Trichosporonales" "f__Trichosporonaceae" "g__Cutaneotrichosporon" "s__dermatis"
"SV285" "k__Fungi" NA NA NA NA NA NA
"SV286" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymosphaeriaceae" "g__Paraphaeosphaeria" "s__arecacearum"
"SV287" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Cladosporiaceae" "g__Cladosporium" "s__tenuissimum"
"SV288" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymosphaeriaceae" NA NA
"SV289" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreales_fam_Incertae_sedis" NA NA
"SV290" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Fusarium" "s__proliferatum"
"SV291" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Cantharellales" "f__Ceratobasidiaceae" "g__Ceratobasidium" NA
"SV292" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Cystofilobasidiales" "f__Mrakiaceae" "g__Itersonilia" "s__pannonica"
"SV293" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Diaporthales" "f__Diaporthaceae" "g__Diaporthe" "s__passiflorae"
"SV294" "k__Fungi" "p__Basidiobolomycota" "c__Basidiobolomycetes" "o__Basidiobolales" "f__Basidiobolaceae" "g__Basidiobolus" "s__ranarum"
"SV295" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleribasidiaceae" "g__Vishniacozyma" "s__taibaiensis"
"SV296" "k__Fungi" NA NA NA NA NA NA
"SV297" "k__Fungi" "p__Basidiobolomycota" "c__Basidiobolomycetes" "o__Basidiobolales" "f__Basidiobolaceae" "g__Basidiobolus" NA
"SV298" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" NA NA NA
"SV299" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__GS10" NA NA NA
"SV300" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Penicillium" "s__glandicola"
"SV301" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleribasidiaceae" "g__Vishniacozyma" NA
"SV302" "k__Fungi" NA NA NA NA NA NA
"SV303" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Stachybotryaceae" "g__Myrothecium" NA
"SV304" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Sporocadaceae" "g__Neopestalotiopsis" NA
"SV305" "k__Fungi" NA NA NA NA NA NA
"SV306" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreaceae" "g__Monocillium" "s__tenue"
"SV307" "k__Fungi" NA NA NA NA NA NA
"SV308" "k__Fungi" "p__Ascomycota" "c__Lecanoromycetes" "o__Ostropales" "f__Gomphillaceae" "g__Corticifraga" "s__peltigerae"
"SV309" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Tremellaceae" "g__Cryptococcus" "s__uniguttulatus"
"SV310" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" NA NA NA
"SV311" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" NA NA NA
"SV312" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymellaceae" "g__Neoascochyta" "s__paspali"
"SV313" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleribasidiaceae" "g__Vishniacozyma" NA
"SV314" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Fusarium" "s__solani"
"SV315" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Penicillium" NA
"SV316" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Stachybotryaceae" "g__Myrothecium" "s__gramineum"
"SV317" "k__Fungi" NA NA NA NA NA NA
"SV318" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Hyaloscyphaceae" "g__Cistella" NA
"SV319" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV320" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Cucurbitariaceae" "g__Pyrenochaetopsis" "s__leptospora"
"SV321" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Glomerellales" "f__Plectosphaerellaceae" "g__Sodiomyces" NA
"SV322" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Leucosporidiales" "f__Leucosporidiaceae" "g__Leucosporidium" NA
"SV323" "k__Fungi" NA NA NA NA NA NA
"SV324" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Stachybotryaceae" "g__Myrothecium" "s__roridum"
"SV325" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Glomerellales" "f__Plectosphaerellaceae" "g__Verticillium" "s__leptobactrum"
"SV326" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleribasidiaceae" "g__Hannaella" NA
"SV327" "k__Fungi" NA NA NA NA NA NA
"SV328" "k__Fungi" NA NA NA NA NA NA
"SV329" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Penicillium" "s__paxilli"
"SV330" "k__Fungi" NA NA NA NA NA NA
"SV331" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"SV332" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Halotthiaceae" NA NA
"SV333" "k__Fungi" NA NA NA NA NA NA
"SV334" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymellaceae" NA NA
"SV335" "k__Fungi" "p__Ascomycota" "c__Saccharomycetes" "o__Saccharomycetales" "f__Debaryomycetaceae" "g__Debaryomyces" NA
"SV336" "k__Fungi" "p__Ascomycota" "c__Saccharomycetes" "o__Saccharomycetales" "f__Debaryomycetaceae" "g__Debaryomyces" NA
"SV337" "k__Fungi" "p__Basidiobolomycota" "c__Basidiobolomycetes" "o__Basidiobolales" "f__Basidiobolaceae" "g__Basidiobolus" "s__ranarum"
"SV338" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Fusarium" NA
"SV339" "k__Fungi" NA NA NA NA NA NA
"SV340" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymellaceae" "g__Phoma" "s__leveillei"
"SV341" "k__Fungi" NA NA NA NA NA NA
"SV342" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreales_fam_Incertae_sedis" "g__Sarocladium" NA
"SV343" "k__Fungi" "p__Basidiomycota" "c__Malasseziomycetes" "o__Malasseziales" NA NA NA
"SV344" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Stachybotryaceae" "g__Myrothecium" NA
"SV345" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Verrucariales" "f__Verrucariaceae" NA NA
"SV346" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiaceae" "g__Articulospora" NA
"SV347" "k__Fungi" NA NA NA NA NA NA
"SV348" "k__Fungi" NA NA NA NA NA NA
"SV349" "k__Fungi" NA NA NA NA NA NA
"SV350" "k__Fungi" NA NA NA NA NA NA
"SV351" "k__Fungi" "p__Chytridiomycota" "c__Rhizophydiomycetes" "o__Rhizophydiales" "f__Alphamycetaceae" "g__Betamyces" "s__americae-meridionalis"
"SV352" "k__Fungi" NA NA NA NA NA NA
"SV353" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV354" "k__Fungi" "p__Mucoromycota" "c__Mucoromycetes" "o__Mucorales" "f__Mucoraceae" "g__Mucor" "s__hiemalis"
"SV355" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Clavicipitaceae" "g__Metacordyceps" "s__chlamydosporia"
"SV356" "k__Fungi" NA NA NA NA NA NA
"SV357" "k__Fungi" NA NA NA NA NA NA
"SV358" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Holtermanniales" "f__Holtermanniales_fam_Incertae_sedis" "g__Holtermanniella" "s__takashimae"
"SV359" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Sporormiaceae" NA NA
"SV360" "k__Fungi" NA NA NA NA NA NA
"SV361" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Cucurbitariaceae" "g__Pyrenochaeta" "s__inflorescentiae"
"SV362" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" "g__Ophiosphaerella" NA
"SV363" "k__Fungi" NA NA NA NA NA NA
"SV364" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreales_fam_Incertae_sedis" "g__Sarocladium" "s__kiliense"
"SV365" "k__Fungi" NA NA NA NA NA NA
"SV366" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" NA NA NA
"SV367" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreales_fam_Incertae_sedis" "g__Sarocladium" "s__hominis"
"SV368" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Dothideales" "f__Aureobasidiaceae" "g__Aureobasidium" "s__pullulans"
"SV369" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Cordycipitaceae" "g__Simplicillium" "s__lamellicola"
"SV370" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymosphaeriaceae" "g__Paraconiothyrium" NA
"SV371" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV372" "k__Fungi" NA NA NA NA NA NA
"SV373" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Rhynchogastremataceae" "g__Papiliotrema" "s__laurentii"
"SV374" "k__Fungi" NA NA NA NA NA NA
"SV375" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Mycosphaerellaceae" "g__Pseudocercospora" NA
"SV376" "k__Fungi" NA NA NA NA NA NA
"SV377" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Stachybotryaceae" "g__Stachybotrys" NA
"SV378" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV379" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Dactylonectria" "s__anthuriicola"
"SV380" "k__Fungi" NA NA NA NA NA NA
"SV381" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Cyphellophoraceae" "g__Cyphellophora" "s__fusarioides"
"SV382" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymellaceae" "g__Didymella" NA
"SV383" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Ophiocordycipitaceae" "g__Purpureocillium" "s__lilacinum"
"SV384" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV385" "k__Fungi" "p__Ascomycota" "c__Pezizomycotina_cls_Incertae_sedis" "o__Pezizomycotina_ord_Incertae_sedis" "f__Pezizomycotina_fam_Incertae_sedis" "g__Cylindrotheca" NA
"SV386" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreales_fam_Incertae_sedis" "g__Acremonium" "s__curvulum"
"SV387" "k__Fungi" NA NA NA NA NA NA
"SV388" "k__Fungi" NA NA NA NA NA NA
"SV389" "k__Fungi" "p__Chytridiomycota" "c__Rhizophydiomycetes" "o__Rhizophydiales" NA NA NA
"SV390" "k__Fungi" NA NA NA NA NA NA
"SV391" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Diaporthales" "f__Schizoparmaceae" "g__Coniella" "s__wangiensis"
"SV392" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Massarinaceae" NA NA
"SV393" "k__Fungi" "p__Basidiomycota" "c__Ustilaginomycetes" "o__Ustilaginales" "f__Ustilaginaceae" "g__Moesziomyces" "s__parantarcticus"
"SV394" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiaceae" "g__Tetracladium" NA
"SV395" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Microdochiaceae" "g__Microdochium" "s__phragmitis"
"SV396" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Cladosporiaceae" "g__Cladosporium" "s__tenuissimum"
"SV397" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymosphaeriaceae" "g__Paraconiothyrium" NA
"SV398" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleribasidiaceae" "g__Vishniacozyma" NA
"SV399" "k__Fungi" "p__Ascomycota" "c__Saccharomycetes" "o__Saccharomycetales" "f__Saccharomycetales_fam_Incertae_sedis" "g__Candida" "s__tropicalis"
"SV400" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreales_fam_Incertae_sedis" "g__Sarocladium" "s__hominis"
"SV401" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__Branch02" NA NA NA
"SV402" "k__Fungi" "p__Ascomycota" "c__Orbiliomycetes" "o__Orbiliales" "f__Orbiliaceae" "g__Dactylaria" "s__fragilis"
"SV403" "k__Fungi" NA NA NA NA NA NA
"SV404" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV405" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV406" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__GS10" NA NA NA
"SV407" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" NA NA NA
"SV408" "k__Fungi" NA NA NA NA NA NA
"SV409" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Penicillium" NA
"SV410" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" NA NA NA
"SV411" "k__Fungi" NA NA NA NA NA NA
"SV412" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Aspergillus" "s__conicus"
"SV413" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymosphaeriaceae" NA NA
"SV414" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreales_fam_Incertae_sedis" "g__Sarocladium" NA
"SV415" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Ophiocordycipitaceae" "g__Purpureocillium" "s__lilacinum"
"SV416" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" NA NA NA
"SV417" "k__Fungi" NA NA NA NA NA NA
"SV418" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" NA NA NA
"SV419" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" NA NA NA
"SV420" "k__Fungi" NA NA NA NA NA NA
"SV421" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" NA NA
"SV422" "k__Fungi" NA NA NA NA NA NA
"SV423" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleribasidiaceae" "g__Hannaella" NA
"SV424" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"SV425" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Cordycipitaceae" "g__Simplicillium" "s__subtropicum"
"SV426" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Neodevriesiaceae" NA NA
"SV427" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Pleosporaceae" "g__Edenia" "s__gomezpompae"
"SV428" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleribasidiaceae" "g__Hannaella" NA
"SV429" "k__Fungi" "p__Basidiomycota" "c__Cystobasidiomycetes" "o__Cystobasidiales" "f__Cystobasidiaceae" "g__Cystobasidium" "s__slooffiae"
"SV430" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Fusarium" NA
"SV431" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Cordycipitaceae" "g__Lecanicillium" NA
"SV432" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV433" "k__Fungi" NA NA NA NA NA NA
"SV434" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
