"V1" "V2" "V3" "V4" "V5" "V6" "V7"
"SV960" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Xylariaceae" "g__Muscodor" NA
"SV961" "k__Fungi" NA NA NA NA NA NA
"SV962" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" NA NA NA
"SV963" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Fusarium" "s__solani"
"SV964" "k__Fungi" "p__Chytridiomycota" "c__Rhizophydiomycetes" "o__Rhizophydiales" "f__Rhizophydiales_fam_Incertae_sedis" "g__Batrachochytrium" "s__salamandrivorans"
"SV965" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" NA NA NA
"SV966" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"SV967" "k__Fungi" "p__Basidiomycota" "c__Malasseziomycetes" "o__Malasseziales" "f__Malasseziaceae" "g__Malassezia" NA
"SV968" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Fusarium" "s__penzigii"
"SV969" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Stachybotryaceae" "g__Stachybotrys" NA
"SV970" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Sporidiobolales" "f__Sporidiobolaceae" "g__Rhodotorula" "s__dairenensis"
"SV971" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Trichomeriaceae" "g__Knufia" NA
"SV972" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Cordycipitaceae" "g__Cordyceps" "s__brongniartii"
"SV973" "k__Fungi" NA NA NA NA NA NA
"SV974" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Microascales" "f__Microascaceae" "g__Acaulium" "s__acremonium"
"SV975" "k__Fungi" "p__Ascomycota" "c__Pezizomycotina_cls_Incertae_sedis" "o__Pezizomycotina_ord_Incertae_sedis" "f__Pezizomycotina_fam_Incertae_sedis" "g__Tricladiella" "s__pluvialis"
"SV976" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Cyphellophoraceae" "g__Cyphellophora" "s__fusarioides"
"SV977" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" NA NA NA
"SV978" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Dothideales" "f__Aureobasidiaceae" "g__Aureobasidium" "s__thailandense"
"SV979" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Coniothyriaceae" "g__Coniothyrium" NA
"SV980" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Cyphellophoraceae" "g__Cyphellophora" "s__sessilis"
"SV981" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Cucurbitariaceae" "g__Pyrenochaetopsis" "s__leptospora"
"SV982" "k__Fungi" NA NA NA NA NA NA
"SV983" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Penicillium" "s__catenatum"
"SV984" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Tremellaceae" "g__Bulleromyces" "s__albus"
"SV985" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Cucurbitariaceae" "g__Pyrenochaetopsis" "s__leptospora"
"SV986" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" NA NA
"SV987" "k__Fungi" "p__Chytridiomycota" "c__Rhizophydiomycetes" "o__Rhizophydiales" "f__Rhizophydiales_fam_Incertae_sedis" "g__Batrachochytrium" "s__salamandrivorans"
"SV988" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Hymenochaetales" "f__Hymenochaetaceae" "g__Fuscoporia" "s__ferrea"
"SV989" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Trichomeriaceae" "g__Trichomerium" "s__eucalypti"
"SV990" "k__Fungi" NA NA NA NA NA NA
"SV991" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Trichosporonales" "f__Trichosporonaceae" "g__Apiotrichum" NA
"SV992" "k__Fungi" NA NA NA NA NA NA
"SV993" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Thyridariaceae" NA NA
"SV994" "k__Fungi" NA NA NA NA NA NA
"SV995" "k__Fungi" NA NA NA NA NA NA
"SV996" "k__Fungi" NA NA NA NA NA NA
"SV997" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" NA NA NA
"SV998" "k__Fungi" NA NA NA NA NA NA
"SV999" "k__Fungi" NA NA NA NA NA NA
"SV1000" "k__Fungi" "p__Chytridiomycota" "c__Rhizophydiomycetes" "o__Rhizophydiales" "f__Rhizophydiales_fam_Incertae_sedis" "g__Batrachochytrium" "s__salamandrivorans"
"SV1001" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV1002" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Rhynchogastremataceae" "g__Papiliotrema" "s__laurentii"
"SV1003" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Polyporales" "f__Meruliaceae" "g__Phlebia" "s__acanthocystis"
"SV1004" "k__Fungi" "p__Ascomycota" "c__Saccharomycetes" "o__Saccharomycetales" "f__Saccharomycetaceae" "g__Torulaspora" "s__pretoriensis"
"SV1005" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Sporocadaceae" NA NA
"SV1006" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__Branch03" NA NA NA
"SV1007" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Microbotryomycetes_ord_Incertae_sedis" "f__Microbotryomycetes_fam_Incertae_sedis" "g__Colacogloea" "s__falcata"
"SV1008" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleribasidiaceae" "g__Hannaella" "s__oryzae"
"SV1009" "k__Fungi" NA NA NA NA NA NA
"SV1010" "k__Fungi" NA NA NA NA NA NA
"SV1011" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Sporidiobolales" "f__Sporidiobolaceae" "g__Rhodotorula" "s__dairenensis"
"SV1012" "k__Fungi" NA NA NA NA NA NA
"SV1013" "k__Fungi" NA NA NA NA NA NA
"SV1014" "k__Fungi" NA NA NA NA NA NA
"SV1015" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Trimorphomycetaceae" "g__Trimorphomyces" NA
"SV1016" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Hymenochaetales" "f__Hymenochaetales_fam_Incertae_sedis" "g__Resinicium" "s__friabile"
"SV1017" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Capnodiales_fam_Incertae_sedis" "g__Eriosporella" "s__bambusicola"
"SV1018" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Occultibambusaceae" "g__Brunneofusispora" "s__sinensis"
"SV1019" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" NA NA NA
"SV1020" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV1021" "k__Fungi" NA NA NA NA NA NA
"SV1022" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Polyporales" "f__Phanerochaetaceae" "g__Bjerkandera" "s__adusta"
"SV1023" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Sporidiobolales" "f__Sporidiobolaceae" "g__Sporobolomyces" "s__roseus"
"SV1024" "k__Fungi" NA NA NA NA NA NA
"SV1025" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV1026" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Bionectriaceae" "g__Gliomastix" "s__murorum"
"SV1027" "k__Fungi" NA NA NA NA NA NA
"SV1028" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Cordycipitaceae" "g__Parengyodontium" "s__album"
"SV1029" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Capnodiaceae" NA NA
"SV1030" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Gibberella" "s__tricincta"
"SV1031" "k__Fungi" NA NA NA NA NA NA
"SV1032" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreales_fam_Incertae_sedis" "g__Sarocladium" "s__kiliense"
"SV1033" "k__Fungi" "p__Chytridiomycota" "c__Rhizophydiomycetes" "o__Rhizophydiales" "f__Rhizophydiales_fam_Incertae_sedis" "g__Batrachochytrium" "s__salamandrivorans"
"SV1034" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleribasidiaceae" "g__Vishniacozyma" "s__taibaiensis"
"SV1035" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Mycosphaerellaceae" NA NA
"SV1036" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Capnodiales_fam_Incertae_sedis" "g__Eriosporella" "s__bambusicola"
"SV1037" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Tetraplosphaeriaceae" "g__Tetraplosphaeria" "s__sasicola"
"SV1038" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" NA NA NA
"SV1039" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV1040" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Pleosporales_fam_Incertae_sedis" "g__Trichobotrys" "s__effusa"
"SV1041" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" NA NA
"SV1042" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Tremellaceae" "g__Cryptococcus" "s__aspenensis"
"SV1043" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Morosphaeriaceae" "g__Acrocalymma" "s__aquatica"
"SV1044" "k__Fungi" NA NA NA NA NA NA
"SV1045" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Penicillium" "s__aurantiogriseum"
"SV1046" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Cordycipitaceae" "g__Cordyceps" "s__brongniartii"
"SV1047" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Thyridariaceae" "g__Roussoella" NA
"SV1048" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"SV1049" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" NA NA NA NA
"SV1050" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Tetraplosphaeriaceae" NA NA
"SV1051" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" NA NA NA NA
"SV1052" "k__Fungi" NA NA NA NA NA NA
"SV1053" "k__Fungi" NA NA NA NA NA NA
"SV1054" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Diaporthales" "f__Diaporthaceae" "g__Diaporthe" NA
"SV1055" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" NA NA
"SV1056" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV1057" "k__Fungi" NA NA NA NA NA NA
"SV1058" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreales_fam_Incertae_sedis" "g__Acremonium" NA
"SV1059" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Thyridariaceae" NA NA
"SV1060" "k__Fungi" NA NA NA NA NA NA
"SV1061" "k__Fungi" "p__Basidiomycota" "c__Wallemiomycetes" "o__Wallemiales" "f__Wallemiaceae" "g__Wallemia" "s__canadensis"
"SV1062" "k__Fungi" NA NA NA NA NA NA
"SV1063" "k__Fungi" NA NA NA NA NA NA
"SV1064" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Tremellaceae" "g__Cryptococcus" "s__pseudolongus"
"SV1065" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Aspergillus" "s__spelaeus"
"SV1066" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Xylariales_fam_Incertae_sedis" "g__Castanediella" "s__communis"
"SV1067" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Sordariales" "f__Chaetomiaceae" NA NA
"SV1068" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Diaporthales" "f__Valsaceae" "g__Cytospora" NA
"SV1069" "k__Fungi" NA NA NA NA NA NA
"SV1070" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Diaporthales" "f__Diaporthaceae" "g__Diaporthe" NA
"SV1071" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" NA NA NA
"SV1072" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Cryptococcaceae" "g__Kwoniella" "s__betulae"
"SV1073" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Mycosphaerellaceae" "g__Pseudocercospora" "s__sphaerellae-eugeniae"
"SV1074" "k__Fungi" NA NA NA NA NA NA
"SV1075" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Cylindrocladiella" NA
"SV1076" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Polyporales" "f__Fomitopsidaceae" "g__Fomitopsis" "s__pinicola"
"SV1077" "k__Fungi" "p__Chytridiomycota" "c__Rhizophydiomycetes" "o__Rhizophydiales" "f__Rhizophydiales_fam_Incertae_sedis" "g__Batrachochytrium" "s__salamandrivorans"
"SV1078" "k__Fungi" NA NA NA NA NA NA
"SV1079" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV1080" "k__Fungi" "p__Ascomycota" "c__Orbiliomycetes" "o__Orbiliales" "f__Orbiliaceae" "g__Brachyphoris" NA
"SV1081" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" NA NA NA
"SV1082" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Stachybotryaceae" "g__Stachybotrys" NA
"SV1083" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Penicillium" "s__bialowiezense"
"SV1084" "k__Fungi" "p__Basidiomycota" "c__Exobasidiomycetes" "o__Exobasidiales" "f__Brachybasidiaceae" "g__Meira" NA
"SV1085" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Xylariales_fam_Incertae_sedis" "g__Fusidium" NA
"SV1086" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleribasidiaceae" "g__Vishniacozyma" NA
"SV1087" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymosphaeriaceae" "g__Montagnula" NA
"SV1088" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"SV1089" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Glomerellales" "f__Plectosphaerellaceae" NA NA
"SV1090" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" NA NA NA
"SV1091" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Myriangiales" "f__Myriangiaceae" "g__Myriangium" NA
"SV1092" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV1093" "k__Fungi" "p__Chytridiomycota" "c__Rhizophydiomycetes" "o__Rhizophydiales" "f__Rhizophydiales_fam_Incertae_sedis" "g__Batrachochytrium" "s__salamandrivorans"
"SV1094" "k__Fungi" NA NA NA NA NA NA
"SV1095" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Dothideales" "f__Aureobasidiaceae" "g__Aureobasidium" "s__thailandense"
"SV1096" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Thyridariaceae" "g__Roussoella" NA
"SV1097" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Auriculariales" NA NA NA
"SV1098" "k__Fungi" "p__Chytridiomycota" "c__Rhizophydiomycetes" "o__Rhizophydiales" "f__Rhizophydiales_fam_Incertae_sedis" "g__Batrachochytrium" "s__dendrobatidis"
"SV1099" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Sporidiobolales" "f__Sporidiobolaceae" "g__Rhodotorula" "s__dairenensis"
"SV1100" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__Branch02" NA NA NA
"SV1101" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Aspergillus" "s__tritici"
"SV1102" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Glomerellales" "f__Plectosphaerellaceae" NA NA
"SV1103" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Pleosporaceae" "g__Curvularia" NA
"SV1104" "k__Fungi" NA NA NA NA NA NA
"SV1105" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Neonectria" "s__major"
"SV1106" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" NA NA NA
"SV1107" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" "g__Phaeosphaeria" "s__lunariae"
"SV1108" "k__Fungi" "p__Chytridiomycota" "c__Rhizophydiomycetes" "o__Rhizophydiales" "f__Rhizophydiales_fam_Incertae_sedis" "g__Batrachochytrium" "s__salamandrivorans"
"SV1109" "k__Fungi" NA NA NA NA NA NA
"SV1110" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Diaporthales" "f__Diaporthaceae" "g__Diaporthe" NA
"SV1111" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" NA NA NA
"SV1112" "k__Fungi" "p__Basidiobolomycota" "c__Basidiobolomycetes" "o__Basidiobolales" "f__Basidiobolaceae" "g__Basidiobolus" "s__ranarum"
"SV1113" "k__Fungi" "p__Chytridiomycota" "c__Rhizophydiomycetes" "o__Rhizophydiales" "f__Rhizophydiales_fam_Incertae_sedis" "g__Batrachochytrium" "s__salamandrivorans"
"SV1114" "k__Fungi" "p__Basidiomycota" NA NA NA NA NA
"SV1115" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Cyphellophoraceae" "g__Cyphellophora" NA
"SV1116" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Rhynchogastremataceae" "g__Papiliotrema" "s__terrestris"
"SV1117" "k__Fungi" NA NA NA NA NA NA
"SV1118" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Polyporales" "f__Ganodermataceae" "g__Ganoderma" "s__cupreum"
"SV1119" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymellaceae" NA NA
"SV1120" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreaceae" "g__Monocillium" "s__griseo-ochraceum"
"SV1121" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Microdochiaceae" "g__Microdochium" "s__phragmitis"
"SV1122" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Mycosphaerellaceae" "g__Pseudocercospora" NA
"SV1123" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Diaporthales" "f__Valsaceae" "g__Cytospora" "s__brevispora"
"SV1124" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymellaceae" "g__Didymella" NA
"SV1125" "k__Fungi" "p__Chytridiomycota" "c__Rhizophydiomycetes" "o__Rhizophydiales" "f__Rhizophydiales_fam_Incertae_sedis" "g__Batrachochytrium" "s__salamandrivorans"
"SV1126" "k__Fungi" "p__Chytridiomycota" "c__Rhizophydiomycetes" "o__Rhizophydiales" "f__Rhizophydiales_fam_Incertae_sedis" "g__Batrachochytrium" "s__salamandrivorans"
"SV1127" "k__Fungi" "p__Basidiomycota" "c__Malasseziomycetes" "o__Malasseziales" "f__Malasseziaceae" "g__Malassezia" "s__globosa"
"SV1128" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Penicillium" "s__bialowiezense"
"SV1129" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Lophiostomataceae" "g__Flabellascoma" NA
"SV1130" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV1131" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Botryosphaeriales" "f__Botryosphaeriaceae" "g__Neodeightonia" "s__subglobosa"
"SV1132" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Sordariales" "f__Lasiosphaeriaceae" "g__Schizothecium" NA
"SV1133" "k__Fungi" NA NA NA NA NA NA
"SV1134" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Cordycipitaceae" "g__Cordyceps" "s__cateniannulata"
"SV1135" "k__Fungi" "p__Basidiomycota" "c__Cystobasidiomycetes" "o__Cystobasidiomycetes_ord_Incertae_sedis" "f__Symmetrosporaceae" "g__Symmetrospora" NA
"SV1136" "k__Fungi" NA NA NA NA NA NA
"SV1137" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" NA NA NA
"SV1138" "k__Fungi" "p__Chytridiomycota" "c__Rhizophydiomycetes" "o__Rhizophydiales" "f__Rhizophydiales_fam_Incertae_sedis" "g__Batrachochytrium" "s__salamandrivorans"
"SV1139" "k__Fungi" NA NA NA NA NA NA
"SV1140" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Corticiales" "f__Corticiaceae" "g__Corticium" "s__roseum"
"SV1141" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Chaetothyriales_fam_Incertae_sedis" "g__Strelitziana" "s__africana"
"SV1142" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" NA NA NA
"SV1143" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Neodevriesiaceae" "g__Neodevriesia" NA
"SV1144" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" NA NA NA
"SV1145" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Herpotrichiellaceae" "g__Exophiala" "s__equina"
"SV1146" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymosphaeriaceae" "g__Kalmusia" "s__variispora"
"SV1147" "k__Fungi" NA NA NA NA NA NA
"SV1148" "k__Fungi" NA NA NA NA NA NA
"SV1149" "k__Fungi" "p__Ascomycota" "c__Saccharomycetes" "o__Saccharomycetales" "f__Saccharomycetales_fam_Incertae_sedis" "g__Candida" "s__metapsilosis"
"SV1150" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Cyphellophoraceae" "g__Cyphellophora" "s__fusarioides"
"SV1151" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" NA NA NA
"SV1152" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreales_fam_Incertae_sedis" NA NA
"SV1153" "k__Fungi" "p__Chytridiomycota" "c__Rhizophydiomycetes" "o__Rhizophydiales" "f__Rhizophydiales_fam_Incertae_sedis" "g__Batrachochytrium" "s__salamandrivorans"
"SV1154" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Russulales" "f__Hericiaceae" "g__Dentipellis" NA
"SV1155" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Glomerellales" "f__Plectosphaerellaceae" "g__Musicillium" "s__theobromae"
"SV1156" "k__Fungi" NA NA NA NA NA NA
"SV1157" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV1158" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Glomerellales" NA NA NA
"SV1159" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Apiosporaceae" "g__Arthrinium" "s__rasikravindrae"
"SV1160" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV1161" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV1162" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" NA NA NA
"SV1163" "k__Fungi" "p__Basidiomycota" "c__Cystobasidiomycetes" "o__Cystobasidiales" "f__Cystobasidiaceae" "g__Cystobasidium" "s__slooffiae"
"SV1164" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Sporidiobolales" "f__Sporidiobolaceae" "g__Rhodotorula" "s__dairenensis"
"SV1165" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Mycosphaerellaceae" "g__Pseudocercospora" NA
"SV1166" "k__Fungi" NA NA NA NA NA NA
"SV1167" "k__Fungi" NA NA NA NA NA NA
"SV1168" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Aspergillus" "s__hiratsukae"
"SV1169" "k__Fungi" NA NA NA NA NA NA
"SV1170" "k__Fungi" NA NA NA NA NA NA
"SV1171" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Penicillium" NA
"SV1172" "k__Fungi" NA NA NA NA NA NA
"SV1173" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Pleosporaceae" "g__Bipolaris" "s__cynodontis"
"SV1174" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Trichosphaeriales" "f__Trichosphaeriaceae" "g__Nigrospora" "s__oryzae"
"SV1175" "k__Fungi" NA NA NA NA NA NA
"SV1176" "k__Fungi" "p__Ascomycota" "c__Lecanoromycetes" "o__Lecanorales" NA NA NA
"SV1177" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Thyridariaceae" "g__Roussoella" NA
"SV1178" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Cyphellophoraceae" "g__Cyphellophora" "s__fusarioides"
"SV1179" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Glomerellales" "f__Plectosphaerellaceae" "g__Stachylidium" NA
"SV1180" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" NA NA NA
"SV1181" "k__Fungi" NA NA NA NA NA NA
