"V1" "V2" "V3" "V4" "V5" "V6" "V7"
"SV3765" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" NA NA NA
"SV3766" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Xylariales_fam_Incertae_sedis" "g__Fusidium" NA
"SV3767" "k__Fungi" NA NA NA NA NA NA
"SV3768" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Cladosporiaceae" "g__Cladosporium" "s__tenuissimum"
"SV3769" "k__Fungi" NA NA NA NA NA NA
"SV3770" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Diaporthales" "f__Diaporthaceae" "g__Diaporthe" "s__terebinthifolii"
"SV3771" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Aspergillus" "s__penicillioides"
"SV3772" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Cladosporiaceae" "g__Cladosporium" "s__tenuissimum"
"SV3773" "k__Fungi" NA NA NA NA NA NA
"SV3774" "k__Fungi" NA NA NA NA NA NA
"SV3775" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Cladosporiaceae" "g__Cladosporium" "s__tenuissimum"
"SV3776" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Nectria" "s__pseudotrichia"
"SV3777" "k__Fungi" NA NA NA NA NA NA
"SV3778" "k__Fungi" NA NA NA NA NA NA
"SV3779" "k__Fungi" NA NA NA NA NA NA
"SV3780" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV3781" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Sordariales" "f__Lasiosphaeriaceae" "g__Apodus" NA
"SV3782" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Psathyrellaceae" "g__Psathyrella" "s__pygmaea"
"SV3783" "k__Fungi" NA NA NA NA NA NA
"SV3784" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Volutella" NA
"SV3785" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreaceae" "g__Trichoderma" NA
"SV3786" "k__Fungi" NA NA NA NA NA NA
"SV3787" "k__Fungi" NA NA NA NA NA NA
"SV3788" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__Branch03" NA NA NA
"SV3789" "k__Fungi" NA NA NA NA NA NA
"SV3790" "k__Fungi" NA NA NA NA NA NA
"SV3791" "k__Fungi" NA NA NA NA NA NA
"SV3792" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Sebacinales" NA NA NA
"SV3793" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Periconiaceae" "g__Periconia" "s__macrospinosa"
"SV3794" "k__Fungi" NA NA NA NA NA NA
"SV3795" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Sporidiobolales" "f__Sporidiobolaceae" "g__Rhodotorula" "s__dairenensis"
"SV3796" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Sporidiobolales" "f__Sporidiobolaceae" "g__Rhodotorula" "s__dairenensis"
"SV3797" "k__Fungi" NA NA NA NA NA NA
"SV3798" "k__Fungi" NA NA NA NA NA NA
"SV3799" "k__Fungi" NA NA NA NA NA NA
"SV3800" "k__Fungi" NA NA NA NA NA NA
"SV3801" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV3802" "k__Fungi" NA NA NA NA NA NA
"SV3803" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" NA NA NA
"SV3804" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" NA NA NA NA
"SV3805" "k__Fungi" NA NA NA NA NA NA
"SV3806" "k__Fungi" NA NA NA NA NA NA
"SV3807" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Trechisporales" "f__Hydnodontaceae" "g__Subulicystidium" "s__longisporum"
"SV3808" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV3809" "k__Fungi" NA NA NA NA NA NA
"SV3810" "k__Fungi" "p__Basidiomycota" "c__Malasseziomycetes" "o__Malasseziales" "f__Malasseziaceae" "g__Malassezia" "s__sympodialis"
"SV3811" "k__Fungi" NA NA NA NA NA NA
"SV3812" "k__Fungi" NA NA NA NA NA NA
"SV3813" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Bionectriaceae" "g__Clonostachys" NA
"SV3814" "k__Fungi" NA NA NA NA NA NA
"SV3815" "k__Fungi" NA NA NA NA NA NA
"SV3816" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" NA NA NA
"SV3817" "k__Fungi" NA NA NA NA NA NA
"SV3818" "k__Fungi" "p__Chytridiomycota" "c__Rhizophydiomycetes" "o__Rhizophydiales" "f__Rhizophydiales_fam_Incertae_sedis" "g__Batrachochytrium" "s__salamandrivorans"
"SV3819" "k__Fungi" "p__Ascomycota" "c__Lecanoromycetes" "o__Lecanorales" NA NA NA
"SV3820" "k__Fungi" NA NA NA NA NA NA
"SV3821" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreaceae" "g__Hypomyces" NA
"SV3822" "k__Fungi" NA NA NA NA NA NA
"SV3823" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Xylariaceae" "g__Vamsapriya" "s__indica"
"SV3824" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Cyphellophoraceae" "g__Cyphellophora" "s__fusarioides"
"SV3825" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Polyporales" "f__Phanerochaetaceae" "g__Bjerkandera" "s__adusta"
"SV3826" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Polyporales" "f__Hyphodermataceae" "g__Hyphoderma" "s__nudicephalum"
"SV3827" "k__Fungi" NA NA NA NA NA NA
"SV3828" "k__Fungi" "p__Ascomycota" "c__Pezizomycotina_cls_Incertae_sedis" "o__Pezizomycotina_ord_Incertae_sedis" "f__Pezizomycotina_fam_Incertae_sedis" "g__Ciliophora" NA
"SV3829" "k__Fungi" NA NA NA NA NA NA
"SV3830" "k__Fungi" NA NA NA NA NA NA
"SV3831" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Teichosporaceae" "g__Teichospora" NA
"SV3832" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Stachybotryaceae" "g__Paramyrothecium" "s__viridisporum"
"SV3833" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreaceae" "g__Trichoderma" NA
"SV3834" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV3835" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" NA NA NA
"SV3836" "k__Fungi" NA NA NA NA NA NA
"SV3837" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV3838" "k__Fungi" NA NA NA NA NA NA
"SV3839" "k__Fungi" NA NA NA NA NA NA
"SV3840" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Teratosphaeriaceae" "g__Devriesia" NA
"SV3841" "k__Fungi" NA NA NA NA NA NA
"SV3842" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Cucurbitariaceae" "g__Pyrenochaetopsis" "s__leptospora"
"SV3843" "k__Fungi" NA NA NA NA NA NA
"SV3844" "k__Fungi" "p__Monoblepharomycota" "c__Hyaloraphidiomycetes" "o__Hyaloraphidiales" "f__Hyaloraphidiales_fam_Incertae_sedis" "g__Hyaloraphidium" "s__curvatum"
"SV3845" "k__Fungi" NA NA NA NA NA NA
"SV3846" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Filobasidiales" "f__Filobasidiaceae" "g__Filobasidium" NA
"SV3847" "k__Fungi" NA NA NA NA NA NA
"SV3848" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" NA NA NA
"SV3849" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Myriangiales" "f__Myriangiaceae" NA NA
"SV3850" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" "g__Setophaeosphaeria" "s__badalingensis"
"SV3851" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Chaetothyriales_fam_Incertae_sedis" "g__Strelitziana" "s__africana"
"SV3852" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Polyporales" "f__Phanerochaetaceae" "g__Bjerkandera" "s__adusta"
"SV3853" "k__Fungi" "p__Ascomycota" "c__Pezizomycotina_cls_Incertae_sedis" "o__Pezizomycotina_ord_Incertae_sedis" "f__Pezizomycotina_fam_Incertae_sedis" "g__Ciliophora" NA
"SV3854" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Tubeufiales" "f__Tubeufiaceae" "g__Helicomyces" "s__roseus"
"SV3855" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Clavicipitaceae" "g__Metarhizium" "s__marquandii"
"SV3856" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleribasidiaceae" NA NA
"SV3857" "k__Fungi" "p__Ascomycota" "c__Saccharomycetes" "o__Saccharomycetales" "f__Saccharomycetaceae" "g__Torulaspora" "s__pretoriensis"
"SV3858" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" NA NA NA
"SV3859" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Diaporthales" "f__Diaporthaceae" "g__Diaporthe" NA
"SV3860" "k__Fungi" NA NA NA NA NA NA
"SV3861" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Polyporales" "f__Meruliaceae" "g__Scopuloides" NA
"SV3862" "k__Fungi" NA NA NA NA NA NA
"SV3863" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" NA NA NA NA
"SV3864" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Xylariaceae" "g__Biscogniauxia" NA
"SV3865" "k__Fungi" NA NA NA NA NA NA
"SV3866" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" NA NA
"SV3867" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" NA NA NA NA
"SV3868" "k__Fungi" NA NA NA NA NA NA
"SV3869" "k__Fungi" NA NA NA NA NA NA
"SV3870" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"SV3871" "k__Fungi" NA NA NA NA NA NA
"SV3872" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV3873" "k__Fungi" NA NA NA NA NA NA
"SV3874" "k__Fungi" NA NA NA NA NA NA
"SV3875" "k__Fungi" "p__Ascomycota" "c__Saccharomycetes" "o__Saccharomycetales" "f__Saccharomycetaceae" "g__Lachancea" "s__meyersii"
"SV3876" "k__Fungi" NA NA NA NA NA NA
"SV3877" "k__Fungi" "p__Ascomycota" "c__Saccharomycetes" "o__Saccharomycetales" "f__Phaffomycetaceae" "g__Cyberlindnera" "s__jadinii"
"SV3878" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Cantharellales" "f__Cantharellales_fam_Incertae_sedis" NA NA
"SV3879" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Diaporthales" "f__Diaporthaceae" "g__Diaporthe" NA
"SV3880" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Marasmiaceae" "g__Marasmius" "s__leveilleanus"
"SV3881" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Cordycipitaceae" "g__Parengyodontium" "s__album"
"SV3882" "k__Fungi" NA NA NA NA NA NA
"SV3883" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Sordariales" "f__Lasiosphaeriaceae" NA NA
"SV3884" "k__Fungi" NA NA NA NA NA NA
"SV3885" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__GS05" NA NA NA
"SV3886" "k__Fungi" NA NA NA NA NA NA
"SV3887" "k__Fungi" NA NA NA NA NA NA
"SV3888" "k__Fungi" NA NA NA NA NA NA
"SV3889" "k__Fungi" "p__Chytridiomycota" "c__Rhizophydiomycetes" "o__Rhizophydiales" NA NA NA
"SV3890" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Torulaceae" "g__Torula" "s__acaciae"
"SV3891" "k__Fungi" NA NA NA NA NA NA
"SV3892" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Venturiales" "f__Sympoventuriaceae" "g__Scolecobasidium" "s__humicola"
"SV3893" "k__Fungi" NA NA NA NA NA NA
"SV3894" "k__Fungi" NA NA NA NA NA NA
"SV3895" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Venturiales" "f__Sympoventuriaceae" "g__Scolecobasidium" NA
"SV3896" "k__Fungi" "p__Basidiomycota" NA NA NA NA NA
"SV3897" "k__Fungi" NA NA NA NA NA NA
"SV3898" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Microdochiaceae" "g__Microdochium" NA
"SV3899" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Auriculariales" "f__Exidiaceae" "g__Exidiopsis" NA
"SV3900" "k__Fungi" NA NA NA NA NA NA
"SV3901" "k__Fungi" NA NA NA NA NA NA
"SV3902" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Mycosphaerellaceae" "g__Zasmidium" NA
"SV3903" "k__Fungi" NA NA NA NA NA NA
"SV3904" "k__Fungi" NA NA NA NA NA NA
"SV3905" "k__Fungi" NA NA NA NA NA NA
"SV3906" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Cucurbitariaceae" "g__Pyrenochaeta" NA
"SV3907" "k__Fungi" NA NA NA NA NA NA
"SV3908" "k__Fungi" NA NA NA NA NA NA
"SV3909" "k__Fungi" "p__Ascomycota" "c__Saccharomycetes" "o__Saccharomycetales" "f__Saccharomycetaceae" "g__Saccharomyces" "s__kudriavzevii"
"SV3910" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Fusarium" "s__beomiforme"
"SV3911" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Glomerellales" "f__Plectosphaerellaceae" "g__Chordomyces" "s__antarcticus"
"SV3912" "k__Fungi" NA NA NA NA NA NA
"SV3913" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" NA NA NA NA
"SV3914" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiaceae" "g__Scytalidium" NA
"SV3915" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Microdochiaceae" "g__Microdochium" "s__phragmitis"
"SV3916" "k__Fungi" NA NA NA NA NA NA
"SV3917" "k__Fungi" NA NA NA NA NA NA
"SV3918" "k__Fungi" NA NA NA NA NA NA
"SV3919" "k__Fungi" NA NA NA NA NA NA
"SV3920" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Chaetothyriales_fam_Incertae_sedis" "g__Strelitziana" "s__malaysiana"
"SV3921" "k__Fungi" NA NA NA NA NA NA
"SV3922" "k__Fungi" NA NA NA NA NA NA
"SV3923" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Venturiales" "f__Sympoventuriaceae" "g__Ochroconis" "s__gamsii"
"SV3924" "k__Fungi" NA NA NA NA NA NA
"SV3925" "k__Fungi" NA NA NA NA NA NA
"SV3926" "k__Fungi" NA NA NA NA NA NA
"SV3927" "k__Fungi" NA NA NA NA NA NA
"SV3928" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV3929" "k__Fungi" NA NA NA NA NA NA
"SV3930" "k__Fungi" NA NA NA NA NA NA
"SV3931" "k__Fungi" NA NA NA NA NA NA
"SV3932" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__Branch03" NA NA NA
"SV3933" "k__Fungi" NA NA NA NA NA NA
"SV3934" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Microdochiaceae" "g__Microdochium" NA
"SV3935" "k__Fungi" NA NA NA NA NA NA
"SV3936" "k__Fungi" NA NA NA NA NA NA
"SV3937" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Mycosphaerellaceae" "g__Zasmidium" NA
"SV3938" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Mycosphaerellaceae" "g__Teratoramularia" "s__persicariae"
"SV3939" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Filobasidiales" "f__Piskurozymaceae" "g__Piskurozyma" NA
"SV3940" "k__Fungi" "p__Chytridiomycota" NA NA NA NA NA
"SV3941" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Venturiales" "f__Sympoventuriaceae" "g__Ochroconis" "s__cordanae"
"SV3942" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Venturiales" "f__Sympoventuriaceae" "g__Verruconis" "s__hainanensis"
"SV3943" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" NA NA NA NA
"SV3944" "k__Fungi" NA NA NA NA NA NA
"SV3945" "k__Fungi" NA NA NA NA NA NA
"SV3946" "k__Fungi" "p__Basidiomycota" "c__Exobasidiomycetes" "o__Microstromatales" "f__Microstromatales_fam_Incertae_sedis" "g__Sympodiomycopsis" "s__paphiopedili"
"SV3947" "k__Fungi" NA NA NA NA NA NA
"SV3948" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Bionectriaceae" "g__Geosmithia" NA
"SV3949" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Lycoperdaceae" "g__Lycoperdon" NA
"SV3950" "k__Fungi" NA NA NA NA NA NA
"SV3951" "k__Fungi" NA NA NA NA NA NA
"SV3952" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Boletales" "f__Serpulaceae" "g__Serpula" "s__similis"
"SV3953" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Sordariales" "f__Lasiosphaeriaceae" "g__Apodus" NA
"SV3954" "k__Fungi" "p__Chytridiomycota" "c__Rhizophydiomycetes" "o__Rhizophydiales" "f__Angulomycetaceae" "g__Angulomyces" "s__argentinensis"
"SV3955" "k__Fungi" NA NA NA NA NA NA
"SV3956" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV3957" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Filobasidiales" "f__Filobasidiaceae" "g__Naganishia" "s__albida"
"SV3958" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"SV3959" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Chaetothyriaceae" "g__Ceramothyrium" "s__longivolcaniforme"
"SV3960" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Microascales" "f__Halosphaeriaceae" NA NA
"SV3961" "k__Fungi" NA NA NA NA NA NA
"SV3962" "k__Fungi" NA NA NA NA NA NA
"SV3963" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Herpotrichiellaceae" "g__Veronaea" "s__compacta"
"SV3964" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Xylariales_fam_Incertae_sedis" "g__Robillarda" "s__sessilis"
"SV3965" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"SV3966" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Stachybotryaceae" "g__Sirastachys" "s__cyperacearum"
"SV3967" "k__Fungi" NA NA NA NA NA NA
"SV3968" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" NA NA
"SV3969" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"SV3970" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Xylariaceae" NA NA
"SV3971" "k__Fungi" NA NA NA NA NA NA
"SV3972" "k__Fungi" NA NA NA NA NA NA
"SV3973" "k__Fungi" NA NA NA NA NA NA
"SV3974" "k__Fungi" NA NA NA NA NA NA
"SV3975" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Cucurbitariaceae" "g__Pyrenochaeta" NA
"SV3976" "k__Fungi" NA NA NA NA NA NA
"SV3977" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Melanommataceae" NA NA
"SV3978" "k__Fungi" "p__Ascomycota" "c__Lecanoromycetes" "o__Lecanorales" "f__Psoraceae" "g__Protoblastenia" "s__rupestris"
"SV3979" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__Branch03" NA NA NA
"SV3980" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" NA NA NA
"SV3981" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Glomerellales" "f__Plectosphaerellaceae" "g__Stachylidium" NA
"SV3982" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" NA NA NA
"SV3983" "k__Fungi" NA NA NA NA NA NA
"SV3984" "k__Fungi" NA NA NA NA NA NA
"SV3985" "k__Fungi" NA NA NA NA NA NA
"SV3986" "k__Fungi" NA NA NA NA NA NA
"SV3987" "k__Fungi" "p__Entorrhizomycota" "c__Entorrhizomycetes" "o__Entorrhizales" "f__Entorrhizaceae" "g__Entorrhiza" "s__cypericola"
"SV3988" "k__Fungi" NA NA NA NA NA NA
"SV3989" "k__Fungi" NA NA NA NA NA NA
"SV3990" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" NA NA NA NA
"SV3991" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Herpotrichiellaceae" "g__Exophiala" "s__pisciphila"
"SV3992" "k__Fungi" NA NA NA NA NA NA
"SV3993" "k__Fungi" NA NA NA NA NA NA
"SV3994" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Filobasidiales" "f__Filobasidiaceae" "g__Filobasidium" NA
"SV3995" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Venturiales" "f__Sympoventuriaceae" "g__Ochroconis" "s__tshawytschae"
"SV3996" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Tubeufiales" "f__Tubeufiaceae" "g__Tubeufia" NA
"SV3997" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"SV3998" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Xylariaceae" "g__Hypoxylon" NA
"SV3999" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Sordariales" "f__Lasiosphaeriaceae" "g__Apodus" NA
"SV4000" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Typhulaceae" "g__Typhula" "s__micans"
"SV4001" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Cainiaceae" "g__Amphibambusa" "s__bambusicola"
"SV4002" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Diatrypaceae" "g__Peroneutypa" NA
"SV4003" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Sordariales" "f__Chaetomiaceae" NA NA
"SV4004" "k__Fungi" NA NA NA NA NA NA
"SV4005" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Polyporales" "f__Polyporaceae" "g__Microporus" "s__affinis"
"SV4006" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Myriangiales" "f__Myriangiaceae" "g__Myriangium" "s__citri"
"SV4007" "k__Fungi" "p__Basidiomycota" "c__Cystobasidiomycetes" "o__Naohideales" "f__Naohideaceae" "g__Naohidea" "s__sebacea"
"SV4008" "k__Fungi" NA NA NA NA NA NA
"SV4009" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Rhynchogastremataceae" "g__Papiliotrema" "s__flavescens"
"SV4010" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleribasidiaceae" "g__Vishniacozyma" "s__foliicola"
"SV4011" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV4012" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Pezizellaceae" "g__Porodiplodia" "s__vitis"
"SV4013" "k__Fungi" NA NA NA NA NA NA
"SV4014" "k__Fungi" "p__Chytridiomycota" "c__Rhizophydiomycetes" "o__Rhizophydiales" "f__Rhizophydiaceae" "g__Rhizophydium" NA
"SV4015" "k__Fungi" NA NA NA NA NA NA
"SV4016" "k__Fungi" NA NA NA NA NA NA
"SV4017" "k__Fungi" NA NA NA NA NA NA
"SV4018" "k__Fungi" NA NA NA NA NA NA
"SV4019" "k__Fungi" NA NA NA NA NA NA
"SV4020" "k__Fungi" NA NA NA NA NA NA
"SV4021" "k__Fungi" NA NA NA NA NA NA
"SV4022" "k__Fungi" NA NA NA NA NA NA
"SV4023" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Diaporthales" "f__Diaporthaceae" "g__Diaporthe" NA
"SV4024" "k__Fungi" "p__Basidiomycota" "c__Malasseziomycetes" "o__Malasseziales" "f__Malasseziaceae" "g__Malassezia" "s__restricta"
"SV4025" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Glomerellales" "f__Plectosphaerellaceae" NA NA
"SV4026" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Thyridariaceae" "g__Roussoella" NA
"SV4027" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Hymenochaetales" "f__Hymenochaetaceae" "g__Hydnochaete" "s__japonica"
"SV4028" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymellaceae" NA NA
"SV4029" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Trichomeriaceae" NA NA
"SV4030" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" NA NA NA
"SV4031" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Erysiphales" "f__Erysiphaceae" "g__Blumeria" "s__graminis"
"SV4032" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Neodevriesiaceae" NA NA
"SV4033" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" NA NA NA
"SV4034" "k__Fungi" "p__Ascomycota" "c__Orbiliomycetes" "o__Orbiliales" "f__Orbiliaceae" "g__Orbilia" "s__euonymi"
